url,tld,is_phishing,url_length,num_dashes,num_digits,num_special_chars,path_segments,num_dots,num_underscores,num_dashes_in_hostname,double_slash_in_path,hostname_length,path_length,query_length,registration_time,creation_date,expiration_date,site_age_years,time_to_expire_years,registrar,country_registered,is_registered_in_ar
http://paii.com.ar,com.ar,False,18,0,0,0,0,2,0,0,False,11,0,0,12.09,2013-09-09T00:00:00,2025-10-09T00:00:00,11.88,0.21,nicar,Desconocido,False
http://palaciolibertad.gob.ar,gob.ar,False,29,0,0,0,0,2,0,0,False,22,0,0,12.14,2013-08-20T00:00:00,2025-10-08T00:00:00,11.93,0.21,nicar,Desconocido,False
http://palomaclothes.com.ar,com.ar,False,27,0,0,0,0,2,0,0,False,20,0,0,7.0,2018-11-27T13:15:05.075292,2025-11-27T00:00:00,6.66,0.34,nicar,Desconocido,False
http://pami.ar,ar,False,14,0,0,0,0,1,0,0,False,7,0,0,12.17,2014-03-31T00:00:00,2026-05-29T00:00:00,11.32,0.84,nicar,Desconocido,False
http://panalesonline.com.ar,com.ar,False,27,0,0,0,0,2,0,0,False,20,0,0,11.09,2014-08-14T00:00:00,2025-09-13T00:00:00,10.95,0.14,nicar,Desconocido,False
http://panalonce.com.ar,com.ar,False,23,0,0,0,0,2,0,0,False,16,0,0,5.03,2020-06-17T17:06:50.601300,2025-06-27T00:00:00,5.1,-0.08,nicar,Desconocido,False
http://pandorabycitygirl.com.ar,com.ar,False,31,0,0,0,0,2,0,0,False,24,0,0,6.52,2019-04-25T18:06:01.935249,2025-11-01T00:00:00,6.25,0.27,nicar,Desconocido,False
http://parisnight.com.ar,com.ar,False,24,0,0,0,0,2,0,0,False,17,0,0,8.07,2018-02-06T15:51:43.756093,2026-03-03T00:00:00,7.46,0.61,nicar,Desconocido,False
http://pasionturfistica.com.ar,com.ar,False,30,0,0,0,0,2,0,0,False,23,0,0,6.28,2020-02-22T10:28:59.004334,2026-06-03T00:00:00,5.42,0.86,nicar,Desconocido,False
http://pasteurmobile.com.ar,com.ar,False,27,0,0,0,0,2,0,0,False,20,0,0,11.7,2014-02-21T00:00:00,2025-11-02T00:00:00,11.43,0.27,nicar,Desconocido,False
http://paxmanager.com.ar,com.ar,False,24,0,0,0,0,2,0,0,False,17,0,0,12.38,2013-08-22T00:00:00,2026-01-05T00:00:00,11.93,0.45,nicar,Desconocido,False
http://pedidodirecto.ar,ar,False,23,0,0,0,0,1,0,0,False,16,0,0,12.07,2013-08-20T00:00:00,2025-09-13T00:00:00,11.93,0.14,nicar,Desconocido,False
